requirement_course_id,resolution,corrected_matched_course_code,corrected_matched_course_name,corrected_match_status,reviewed_by,reviewed_at,note
reqcourse_3b3574009d8b,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_cbf3573c8fc1,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_1be4376eb6c6,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_8d045272fc73,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_713aefe46812,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_6c9097fece2e,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_578b48f8d2f3,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_44427d3f4106,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_d48f3667f77d,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_729b9cc20094,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_3e825251575b,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_11be52eae6b5,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_54dc0b2a31c4,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_aec0ca37bb96,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_ce2cb16c211d,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_d5e8b3111f5b,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_aadb0a5cf72c,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_5336c21c7039,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_371bc5b58b3a,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_05949ba1e6d4,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_2d3b222ba283,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_5f0a77efe19a,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_f5c89a6ffffa,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_114bfd521548,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_147ca5b9ba22,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_9e0d0b92f9c8,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_485ffbd86896,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_d14355d997ea,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_67b536a4ddff,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_73fb8c9a14e8,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_b32177d8c57f,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_a05620e4e59f,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_1c5120e1e3f3,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_f061be9da17c,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_852fba0b2141,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_52b350c0b4ab,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_cacfb45d8c5e,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_aef717091b39,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_3c62720f14b4,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_fff53edabf50,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_39234f06d614,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_b772583a70a8,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_340484e0547a,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_095132c74f1c,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_fc3e14f2599f,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_2e35aa2ba8dd,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_25334cd7e29b,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_e322d7f16672,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_6dcd62407d7b,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_820b8f506b75,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_ea2271367683,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
reqcourse_e696ac7ed658,confirm,,,,claude,2026-07-06,"curriculum_course_candidates 중 match_status=matched(과목코드로 실제 카탈로그와 정확히 매칭) + category_code가 unknown이 아닌(전공기초/필수/선택 등 분류까지 확정된) 행만 골라 일괄 confirm. 25건 무작위 표본검사 결과 학과-과목 정합성/카테고리 분류 전부 타당함을 확인. category_code=unknown인 행, 과목명 매칭(코드 없음), ambiguous/unmatched, 범례기호 기반 후보는 이번엔 제외하고 needs_review=true로 남김 (각각 다른 리스크라 별도 검토 필요)"
